,Body
3849,"Erster Satellit mit Solarzellen: Vanguard I, 1958. Wirkungsgrad 10,5%.

Solar Impulse: Wirkungsgrad 22,5%.

Mit Tandem-Solarzellen wurden übrigens bereits 46% erreicht. Nur sind diese viel zu teuer, um sie für normale Module zu verwenden. Aber es gibt immerhin Konzentrator-Module, die damit rund 35% Wirkungsgrad erreichen.

Der eigentliche Fortschritt bei der Photovoltaik war aber sowieso die Senkung der Produktionskosten, weniger der höhere Wirkungsgrad.
-------------
Davon mal abgesehen teile ich deine Ansicht, dass dieses Projekt nicht besonders gut FÜR Photovoltaik wirbt, eher im Gegenteil.
Es demonstriert vor allem die Schwächen der Photovoltaik."
3850,"Da hat sich sehr viel getan

http://www.nrel.gov/ncpv/images/efficiency_chart.jpg"
3851,"ah Sie waren der, der damals gemeint hatte, dass alles was man erfinden könne, bereits erfunden wäre?"
3852,"Die hohen Wirkungsgrad werden aber nur im Labor erreicht. Wenns nicht zu teuer werden soll ist wohl 16 derstandard.at.

Von 11 auf 16% ist jetzt nicht die Welt. Wobei ja selbst diese 16 noch ein Schmäh sind, welche nur in den ersten Lebensjahren der Anlage erreicht werden. Aber wem erzähl ich das.."
3853,"dass es, sehr viele Besserwisser aber nur ganz wenige Bessermacher gibt. Picard und sein Team gehoeren der selteneren Spezies an."
3854,"Und wie ist das mit dem Endlager für Atommüll? Atomkraftwerle werden seit 55 Jahren gebaut und keine technische Lösung für Atommüll ist in Sicht.

Solarenegie ist vielleicht im Winter weniger wirksam, es hinterläßt aber nicht für hunderttausende von Jahren tödlichen Müll.

Hätte man alle finanziellen Mittel, die in die - auch wörtliche -  Totgeburt Atomkraft gesteckt wurde,  in die Sonnennutzung investiert, wären wir sehr wahrscheinlich von umweltschädlicher Energie befreit."
3855,"Konventionelle im Handel erhältliche (und ohne weiteres leistbare) monokristalline Module von Sunpower erreichen 21,5 Prozent Wirkungsgrad. 
http://www.sunpower.de/haus/solarmodule/x-series/
Aber zugegeben, die große Masse der verkauften Anlagen ist mit polykristallinem Silizium. Mit deutlich geringerem Wirkungsgrad.

Was den Wirkungsgradverlust durch Alterung angeht: Das wird von PV-Gegnern oft massiv übertrieben.
Wie man anhand der Daten konkreter Anlagen deutlich erkennen kann:
http://www.solalbert.info/pv/anlageninfo/index.php?region=1&gemeinde=1&aid=80&teil=ertrag
Es gibt witterungsbedingt natürlich Schwankungen von Jahr zu Jahr, aber es ist auch nach 10 Jahren kein deutlicher Trend nach unten zu bemerken."
3856,"Ich betrachte das Solar-Impulse-Projekt in erster Linie als Rekordversuch eines Berufsabenteurers.
Auch wenn dabei die eine oder andere Erkenntnis abfallen mag, als Forschungsprojekt würde ich es nicht bezeichnen.

Diese Kritik hat aber nichts mit meiner Haltung zur Photovoltaik an sich zu tun, die ist nämlich durchaus positiv. Auch wenn ich nicht blind gegenüber ihren Schwächen bin und öfters mal auch darauf hinweise."
3857,"Falls jemand viel Zeit zum lesen hat und sich für das Thema interessiert.

https://pvspeicher.htw-berlin.de/wp-content/uploads/2015/05/HTW-Berlin-Solarspeicherstudie.pdf"
3858,"Ach, das hat schon mal jemand vorher gemacht? Erzähl uns mehr."
3859,"Weil es den selben Namen trägt und zum Thema solarelektrischer Wirkungsgrad passt: Ein Video zum Vanguard solar stirling dish:
https://www.youtube.com/watch?v=vGdT9w4ubLc

Fast 30% Wirkungsgrad schon vor über 30 Jahren. Bezogen auf direkte Sonneneinstrahlung.

Aber Wirkungsgrad ist eben nicht alles was zählt.

Sonst würde ja z.B. auch niemand in PKW mit Verbrennungsmotoren durch die Gegend fahren."
3860,dass ich bei ganz bestimmten rahmenbedingungen (äh wetterbedingungen) mit einem solarflugzeug über den pazifik fliegen kann?
3861,"Nein, Sie können das eh nicht. Sie können auch nicht zum Grund des Mariannengrabens tauchen und nach Ihnen wird auch kein Kapitain vom Raumschiff Enterprice benannt."
3862,
3863,"... wobei mehr als die Hälfte ADSL (also Kupferkabel), ein Drittel mobiles Breitband (ohne Smartphones) und ein knappes Viertel Kabelanschluss haben.

Kann mir bitte jemand vorrechnen, wie man hier auf 100 % kommt. Danke!"
3864,"Leider damals nicht vom Sonderkündigungsrecht (tele.ring Preiserhöhung) Gebrauch gemacht - habe dazugelernt, noch ein dreivietel Jahr und ich bin bei HoT, außer Spusu oder andere Provider bieten mir bis dahin etwas besseres für meine Bedürfnisse."
3865,"viele wechseln (noch) nicht, weil sie bis zu 24 Monate (manchmal 36 Mon) an ihren Betreiber gefesselt sind..."
3866,"Leider damals nicht vom Sonderkündigungsrecht (Drei Preiserhöhung, jährliche automatische Wertanpassung!) Gebraucht gemacht - habe dazugelernt, habe nun für 4 Monate zwei Provider aber seit wenigen Wochen einen neuen Anbieter gefunden: 

unlimitierte Minuten,
unlimiteirte SMS
6 GB Datenvolumen um 11,90 p.m.

bestehender Vertrag:
1.000 Minuten in alle Netze anschließend
1.000 Minuten ins Netz von Drei
2.000 SMS
3 GB Datenvolumen um (ursprünglich 20,00 - mittlerweile) 24,00 inkl. jährlicher Tariferhöhung. 

Die einmalige Anpassung um 20 (!!) % hätte ich ja noch geschluckt, ich war allerdings nicht mehr bereit, eine automatische Anpassung zu schlucken."
3867,"welcher anbieter ist denn das mit den 11,90?
Danke"
3868,"Welcher Anbieter ist denn das mit den 11,90?
Danke"
3869,
3870,"das klingt aber nach einem alten Vertrag mit Handy-Finanzierung. Verglichen zu A1 und T-Mobile noch immer günstig...
billiger geht's halt nur mit SIM-only Tarif...
Da werden Äpfel mit Birnen verglichen.. SIM-only zu Handystützung"
3871,"Egal ob Handyanbieter, Internetanbieter, Stromanbieter oder Versicherungen. Überall wird man als Bestandskunde meist ausgenommen, dabei könnte man überall ordentlich sparen und das alles mit sehr wenig Zeitaufwand. Und dann wundern sich die Leute, dass alles so teuer ist."
3872,niemand der betreiber zwang sie (=die leute) zu unterschreiben und in einem rechtsstaat ist ein vertrag immer noch verbindlich.
3873,"Wäre Ihnen lieber gewesen, wenn Orange mit etlichen 100.000 Kunden statt der Übernahme in Konkurs geschlittert wäre und die Kunden übergeblieben wären?"
3874,"Bei Drei:

2000min in alle netze
2000min zu Drei
1000sms
4gb
Lte
3like home

Um 15€ mit optionalen doppeltem internet um 3€ mehr
Danke da bleibe ich^^

Und mein sim only im ipad:
22€ für eine reine LTE flat das passt auch"
3875,"Wenn einen das stört, dann darf man halt nicht wissentlich einen Vertrag unterschreiben in dem genau das drinnensteht..."
3876,sicher nicht wegen dem netz!
3877,Die nutzten auch das Netz von A1
3878,das Problem war nur als 3 und Orange fusionierten wurde das Netz grottenschlecht
3879,"Sorry aber was für schwachsinn ist das?

Seit der fusion wurde das netz spitze ausgebaut, ich habe so gut wie überall lte empfang auch am land wo früher wenig bis kein empfang war.

Also kann ich diese aussage weder verstehen noch bestätigen."
3880,"bei mir war es so und das in Wien, ist immer schlechter geworden das Netz, bin jetzt bei hot"
3881,glaub da plappern nur Leute nach --> hab selbst 3 und sowohl im Sprach- als auch im Datentarif echt guten Empfang --> seit LTE ist der Speed überhaupt ein Wahnsinn
3882,"habs dann gekündigt. wie es jetzt aktuell ist, kann ich nicht sagen. aber bei der fusion ist es um mindestens 2 klassen schlechter geworden."
3883,"Waren sie bei orange oder bei drei zum zeitpunkt der übernahme?

Ich bin kein Netzexperte aber soweit ich weiss war drei schon immer ein UMTS anbieter der seine edge und gprs netze bei anderen anbietern zukauft und orange war im gprs und edge bereich stärker unterwegs.
Beim kauf von orange wurden aber die frequenzen neu verteilt weshalb wir jetzt ein lte netz haben können, welches auf niedrigeren(ich glaube weitreichenderen) frequenzen funkt.

Deshalb denke ich merken orange kunden dass der empfang angeblich schlechter ist, drei kunden haben aber ihren gewohnten empfang.

Grundsätzlich habe ich aber die erfahrung gemacht dass immer irgendwer etwas am netz anderer auszusetzen hat.

Ich mag das netz von tmobile z.b. überhaupt nicht."
3884,Es ist aber auch unvernünftig (gewesen) mehr zu bezahlen um wechseln zu können.
3885,Rechnen ist hier der falsche Ansatz. Denken wäre besser.
3886,Vermutlich am häufigsten DreiA1
3887,Orange
3888,"Ich denke UPC Mobile.
Jedoch ist der genannte Tarif mit 14,90€ angeschrieben, und das auch nur für UPC Kunden. Für mich dann sowieso uninteressant.

http://www.upc.at/mobile/upc-mobile/ - Stand: 1.6.15 16:38"
3889,"3 baut auch sein eigenes GSM Netz auf - jeder Sender der bis jetzt umgebaut wurde, ich denke das sind mittlerweile gut 5000 kann 2G auf 1800MHz (wie es auch bei Orange der Fall war, nur war das Orange Netz ~4600 Sender groß) teilweise kommen auch noch 900MHz GSM Antennen zum Einsatz (bessere Reichweite) +3G wie überall auf 2100MHz und 4G auf 1800MHz. Ca ende Juli wenn der österreichweite Netzumbau abgeschlossen wurde sind es rund 6000 Sender. 
In summe also eine deutliche Verbesserung für Orange sowie Drei Kunden."
3890,"wär wohl besser gewesen, hät ma jetzt nicht das gejammere bzgl Orangekauf."
3891,"Ach, du süßer Netzbetreiber, ich hab Dich ja saooo lieb!"
3892,"ja, stimmt - ich hab' das Angebot aber noch im April angenommen (""vor wenigen Wochen"") und wurde (man soll es nicht für möglich halten) ohne mein Zutun dem neuen Tarif angepaßt - und das ohne (!) Tariferhöhung!"
3893,"ja, ist (oder besser: wird gewesen sein) so ein Knebelvertrag, wobei ich mit diesen in der Vergangenheit ganz gut gefahren bin. 

Mir ist schon klar, daß die Geräte nicht verschenkt werden, wenn ich nun 24 (Monate) x 10 EUR (240,00 geschätzter Preis für Provider) für das Mobiltelefon (LG P880 Optimus 4X HD) rechne, so habe ich um 10 EUR p.m. bis zu dieser unverschämten Tariferhöhung (20%) und Wertanpassung telefonieren können. 

Auf einer bekannten Web-Site werden diese Dinger heute (noch) um EUR 429,- angeboten - so gesehen habe ich um 2,125 EUR telefoniert und mir ein Mobiltelefon auf Raten gekauft.

Was mich zur Kündigung und zum Wechsel bewogen hat, war diese unverschämte automatische Wertanpassung!"
3894,Yes weekend denkt völlig richtig.
3895,"Wie kann man dann die ganz viele Kunden von Hot Hofer erklären, wenn nur 6,7% Kunden ihren Anbieter gewechselt haben? 
P. S. 
Ich habe erst nächste Woche meine zwei Nummern von Drei zum HoferTelekom portiert. Ich fühle mich Frei von Drei, dazu ganz glücklich."
3896,"Viel Kunden haben wohl noch eine Bindung. Durch die 24-Monatsverträge, reagiert der Markt verzögert."
3897,UPC
3898,gemessen am gesamtmarkt ist hot winzig. das große geschäft sind nach wie vor gestützte handys. zusätzlich kann dann der kunde gar nicht wechseln.
3899,"Nö, die stehen immer noch in der Schlange im 3shop, nachdem die Nummer, die sie ziehen mussten (ja, keine Verarsche, da muss man jetzt echt Nummern ziehen wie im Amt), nicht aufgerufen wurde.

Genau das ist mir nämlich vor kurzem passiert und ich wollte eigentlich nur eine SIM tauschen."
3900,"Stimmt. Dann kam noch dieser spotify Schrott und mittlerweile ist das 3G Datennetz bei 3 einfach eine Frechheit.

LTE geht natürlich super - dort wo es verfügbar ist."
3901,Am besten wäre es auch wenn wir immer noch max.mobil und one hätten...
3902,"Ich habe derzeit bei A1 einen Tarif von 2012 um 20 € mit :

1000 SMS 
1000 Minuten
1GB /Fullspeed

Gibt es alternativen? 

Ich hätte noch keine gefunden.. Bin seit über nem Jahr aus der Mindestbindung raus und suche seitdem einen neuen Tarif, mag allerdings nicht mehr als 20 € bezahlen. Und in der Preisklasse bekommt man nur Tarife mit nem Download von 4Mbit/s und das ist mir einfach zuwenig."
3903,"Gar kein Schwachsinn. Ja, LTE geht natürlich, aber wenn kein LTE verfügbar, dann ist das Netz wirklich schwach.

Mal sehen, ob LTE auch so bleibt. Im Moment ist es ja eher so, dass noch lange nicht jeder ein LTE-fähiges Gerät hat und viele alte Verträge noch keine LTE Tarife."
3904,"Zb HoT, da hast du 1000 Min/Sms kombiniert (weiß nicht ob du in der heutigen Zeit noch wirklich 1000 Sms alleine im Monat brauchst), 3 GB mit 7,2 Mbit um 9,90. Du kannst die Speedoption dazu nehmen, wenn dir die 7,2 Mbit nicht reichen, dann sinds immer erst 11,90 pro Monat..."
3905,"Es gibt doch heute keine vom Netzbetreiber subventionierte Handys mehr. Nenne mir ein Handymodell mit Vertrag, wo man besser fährt als wenn man es frei kauft mit einem Simonly Tarif ;)"
3906,"also viel kannst du nicht gesucht haben.
zb superbob 2000min 2000sms 3000mb 7mbit speed 14,90 euro"
3907,"Mbit/s X hin oder her.
Eher bedenklich wirken sich die astronomisch langen Vertragslaufzeiten aus. Das kenn richtig kosten."
3908,"Es liegt nahe, dass, sagen wir mal so, doch einige ""Beraterverträge"" ausverhandelt wurden. Denn so blauäugig kann niemand sein."
3909,"Ich sag mal so, alles unter 21Mbit ist uninteressant für mich."
3910,"Mit dem Speedpaket hättest du max 21 Mbit, kommt wie gesagt auf 11.90. Die Frage ist halt ob du mit HSDPA diese Geschwindigkeit oft erreichst, ich persönlich brauche diesen Speed nicht, weiß nicht warum man am Smartphone so was benötigt. Ich komme mit meinem 7,2 Mbit max bei HoT problemlos aus, kann Youtube streamen, Spotify etc..."
3911,"Ländern zu vergleichen.
Als Messlatte würde die Schweiz und Schweden aber auch Rumänien tauglich sein.
Österreich würde bei doesem Vergleich beo Leistung und Preis das nachsehen haben...."
3912,"beim 1000er Paket gibts nicht viele Alternativeb, aber es gibt sie doch sogar im eigenen Haus ....
Wichtig ist aber auch die Empfangsmöglichkeit an ihrem Standort....
Aktuelle A1 ATrife sind fast ein Wahnsinn..."
3913,"...ein pferdefuss hat ihr vergleich, ihr angeführter tarif ist anscheinend nicht verfügbar bei 3...
https://www.drei.at/portal/de/privat/tarife/telefonie/hallosim/
Leider ist unlimitiert nur mit 0,512Mbit lieferbar und HUi LTE Internet 
ist das selbe...
https://www.drei.at/portal/de/privat/tarife/internet/hui/
und HUI um 15Euro ist auch begrenzt , nach 20GB Fullspeed download tröpfelt es auch nur mehr....
Also alles alte Zöpfe was sie da anführen!"
3914,"und am Weg von Gänserndorf zum Flughafen Wien ist einfach Schrott und in vielen, vielen Bezirken Österreichs ausserhalb grösserer Städten nicht verwendbar. Bei mir im Mai 2015 im Bez. Gänserndorf (alles flaches Land, kein Hügel!) braucht 3 Telefonie ungefähr 5-10 Sek. bis ich am Telefon das erste Freizeichen vernehme, INet ist unbrauchbar mit 0,125Mbit, meist kann man nicht mal E-Mails mit einem Amnhang in der Grösse von ein paar kbyte abrufen, die 3 Technik hat da nix machen können innerhalb von 2 jahren. wenn sie sich ins netz von 3 manuell einbuchen haben sie 4 verschiedene 3 netze zur auswahl ??? !!!!!!
keiner funktioniert richtig...."
3915,"ich hab ein Apple 6 und ein Note 3 Handy, mit beiden Handys kaum brauchbarer (stark schwankender empfang bis Null, kein LTE) am weg in der s-bahn von gänserndorf bis wolfsthal (tunnels mal abgesehen)
nur direkt am flughafen wirds besser...
das wars !"
3916,"ui, der sturm..."
3917,"Pfuh, wenn Janko sich verletzt schauts im Sturm ziemlich düster aus - Okotie und Hinterseer haben in letzter Zeit nicht unbedingt geglänzt in der 2. dt Liga!"
3918,"Der SK Sturm? Stimmt, der ist nach der Streichung von Madl aus dem Kader gar nicht mehr vertreten.

Falls Sie aber die Stürmer im Team meinen: Da ist eh alles super. :-) Janko, daneben Arnautovic und Harnik, dazu noch viele reizvolle Alternativen auf der Bank - da darf sich die russische Verteidigung warm anziehen!"
3919,"Ach, das wird schon. Erstens ist Janko eben nicht verletzt und zweitens hat auch Okotie schon gezeigt, wie wertvoll er fürs Team sein kann. (Beim Hinterseer schaut's diesbezüglich tatsächlich anders aus.)"
3920,<3 Die Tabelle...
3921,"Nur war das bei Okotie halt VOR seiner Verletzung. 
Sein letztes Tor aus dem Spiel heraus war halt auch kurz vor Weihnachten.

Im Sturm mache ich mir derzeit wirklich mehr Sorgen als um die Tormannposition!"
3922,"""Sein letztes Tor aus dem Spiel heraus war halt auch kurz vor Weihnachten.""

Dann wird's eh mal wieder Zeit. :-)

Längerfristig gesehen (also mit einem Karriereende von Janko) ist der Sturm sicher eine kleine Baustelle (da muss man erst abwarten, wer da wirklich nachkommen kann als Knipser), aber für die nächsten Spiele bin ich da eigentlich recht zuversichtlich."
